# Kalmasoft Databases
# Database of Transcripted Arabic Names
# References: www.kalmasoft.com/KLEX/dbgivnnm.htm, www.kalmasoft.com/KLEX/dbsurnm.htm
# Created: 19/11/2019
# Updated: 26/11/2019
# Encoding: UTF8
# Delimiter: TAB
# Unique Arabic names: +300K
# Total entries: 1,500,000+
# Supported languages : 5
# Copyright 1999-2019 Kalmasoft www.kalmasoft.com
# Contact: info@kalmasoft.com
# ================================================
# Attributes:
#	ID: Reference ID [A######]
#	Arabic: unvocalized Arabic name
#	Trans: transcription
#	Script: language script name
#		AM: Amharic
#		GR: Greek
#		HE: Hebrew
#		JA: Japanese (Katakana)
#		RU: Russian
#	Gender: M: male, F: female, U: unisex
#	Type: G: given; S: Surname, P: geogrpahic Nisba "place", B: professional Nisba "business", C: tribal Nisba "clan", K: Kunya, N: Nasab.
# =================================================
ID	Arabic	Trans	Script	Gender	Type
A000519	العثيثي	Αλαεθαιθει		M	S
A000520	العثيري	Αλαεθαιρει		M	S
A000521	العثيلي	Αλαεθαιλει		M	S
A000522	العثيمي	Αλαεθαιμει		M	S
A000523	العثيني	Αλαεθαινει		M	S
A000524	العجيبي	Αλαεγαιβει		M	S
A000525	العجيجي	Αλαεγαιγει		M	S
A000526	العجيدي	Αλαεγαιδει		M	S
A000527	العجيري	Αλαεγαιρει		M	S
A000528	العجيزي	Αλαεγαιζει		M	S
A000529	العجيلي	Αλαεγαιλει		M	S
A000530	العجيمي	Αλαεγαιμει		M	S
A000531	العجيني	Αλαεγαινει		M	S
A000532	العديبي	Αλαεδαιβει		M	S
A000533	العديحي	Αλαεδαιει		M	S
A000534	العديدي	Αλαεδαιδει		M	S
A000535	العديري	Αλαεδαιρει		M	S
A000536	العديسي	Αλαεδαισει		M	S
A000537	العديقي	Αλαεδαιγει		M	S
A000538	العديلي	Αλαεδαιλει		M	S
A000539	العديمي	Αλαεδαιμει		M	S
A000540	العديوي	Αλαεδαιωει		M	S
A000541	العذيبي	Αλαεζαιβει		M	S
A000542	العذيتي	Αλαεζαιτει		M	S
A000543	العذيدي	Αλαεζαιδει		M	S
A000544	العذيذي	Αλαεζαιζει		M	S
A000545	العذيري	Αλαεζαιρει		M	S
A000546	العذيقي	Αλαεζαιγει		M	S
A000547	العذيلي	Αλαεζαιλει		M	S
A000548	العذيمي	Αλαεζαιμει		M	S
A000549	العريبيب	Αλαεραιβειβ		M	S
A000550	العريتي	Αλαεραιτει		M	S
A000551	العريثي	Αλαεραιθει		M	S
A000552	العريجي	Αλαεραιγει		M	S
A000553	العريحي	Αλαεραιει		M	S
A000554	العريدي	Αλαεραιδει		M	S
A000555	العريري	Αλαεραιρει		M	S
A000556	العريزي	Αλαεραιζει		M	S
A000557	العريسي	Αλαεραισει		M	S
A000558	العريسية	Αλαεραισεια		M	S
A000559	العريسيس	Αλαεραισεισ		M	S
A000560	العريشي	Αλαεραισει		M	S
A000561	العريشية	Αλαεραισεια		M	S
A000562	العريضي	Αλαεραιδει		M	S
A000563	العريطي	Αλαεραιτει		M	S
A000564	العريعي	Αλαεραιαει		M	S
A000565	العريفيج	Αλαεραιφειγ		M	S
A000566	العريقي	Αλαεραιγει		M	S
A000567	العريقيل	Αλαεραιγειλ		M	S
A000568	العريكي	Αλαεραικει		M	S
A000569	العريمي	Αλαεραιμει		M	S
A000570	العريمية	Αλαεραιμεια		M	S
A000571	العريمين	Αλαεραιμειν		M	C
A000572	العريوي	Αλαεραιωει		M	S
A000573	العزيبي	Αλαεζαιβει		M	S
A000574	العزيحي	Αλαεζαιει		M	S
A000575	العزيدي	Αλαεζαιδει		M	S
A000576	العزيري	Αλαεζαιρει		M	S
A000577	العزيزي	Αλαεζαιζει		M	S
A000578	العزيزية	Αλαεζαιζεια		M	S
A000579	العزيكي	Αλαεζαικει		M	S
A000580	العزيلي	Αλαεζαιλει		M	S
A000581	العزيوي	Αλαεζαιωει		M	S
A000582	العسيبي	Αλαεσαιβει		M	S
A000583	العسيدي	Αλαεσαιδει		M	S
A000584	العسيري	Αλαεσαιρει		M	S
A000585	العسيرية	Αλαεσαιρεια		M	S
A000586	العسيسي	Αλαεσαισει		M	S
A000587	العسيقي	Αλαεσαιγει		M	S
A000588	العسيمي	Αλαεσαιμει		M	S
A000589	العسيني	Αλαεσαινει		M	S
A000590	العسيوي	Αλαεσαιωει		M	S
A000591	العشيبي	Αλαεσαιβει		M	S
A000592	العشيتي	Αλαεσαιτει		M	S
A000593	العشيدي	Αλαεσαιδει		M	S
A000594	العشيري	Αλαεσαιρει		M	S
A000595	العشيسي	Αλαεσαισει		M	S
A000596	العشيشي	Αλαεσαισει		M	S
A000597	العشيمي	Αλαεσαιμει		M	S
A000598	العشيني	Αλαεσαινει		M	S
A000599	العشيوي	Αλαεσαιωει		M	S
A000600	العصيبي	Αλαεσαιβει		M	S
A000601	العصيدي	Αλαεσαιδει		M	S
A000602	العصيري	Αλαεσαιρει		M	S
A000603	العصيصي	Αλαεσαισει		M	S
A000604	العصيطي	Αλαεσαιτει		M	S
A000605	العصيعي	Αλαεσαιαει		M	S
A000606	العصيفي	Αλαεσαιφει		M	S
A000607	العصيمي	Αλαεσαιμει		M	S
A000608	العويقي	Αλαεωαιγει		M	S
A000609	العويقيل	Αλαεωαιγειλ		M	S
A000610	العويلي	Αλαεωαιλει		M	S
A000611	العويميري	Αλαεωαιμειρι		M	S
A000612	العويني	Αλαεωαινει		M	S
A000613	العوينية	Αλαεωαινεια		M	S
A000614	العويهي	Αλαεωαιεει		M	S
A000615	العويويد	Αλαεωαιωειδ		M	S
A000616	العويوير	Αλαεωαιωειρ		M	S
A000617	العگيدي	Αλαεγαιδει		M	S
A000618	العگيلي	Αλαεγαιλει		M	S
A000619	الغرمولي	Αλγαρμυλει		M	S
A000620	الغبيبي	Αλγεβαιβει		M	S
A000621	الغبيدي	Αλγεβαιδει		M	S
A000622	الغبيري	Αλγεβαιρει		M	S
A000623	الغبيسي	Αλγεβαισει		M	S
A000624	الغبيشي	Αλγεβαισει		M	S
A000625	الغبيضي	Αλγεβαιδει		M	S
A000626	الغبيني	Αλγεβαινει		M	S
A000627	الغتيمي	Αλγεταιμει		M	S
A000628	الغتيني	Αλγεταινει		M	S
A000629	الغثيبي	Αλγεθαιβει		M	S
A000630	الغثيمي	Αλγεθαιμει		M	S
A000631	الغثيني	Αλγεθαινει		M	S
A000632	الغديبي	Αλγεδαιβει		M	S
A000633	قسم الخالق	Γασεμυ Αλχαλεγ		M	G
A000634	قسم الفضيل	Γασεμυ Αλφαδειλ		M	G
A000635	أبو الرب	אאבוו אר ראב	HE	M	K
A000636	أبو تاية	אאבוו טאיה	HE	M	K
A000637	أبو جودة	אאבוו גוודה	HE	M	K
A000638	أبو جابر	אאבוו גאביר	HE	M	K
A000639	أبو حسان	אאבוו חאסאאנ	HE	M	K
A000640	أبو حشيش	אאבוו חאשׁיישׁ	HE	M	K
A000641	باوزير	באאואזייר	HE	M	K
A000642	البناي	אלבאנאאי	HE	M	S
A000643	البنبلي	אלבאנבאלי	HE	M	S
A000644	البندري	אלבאנדארי	HE	F	G
A000645	البندي	אלבאנדי	HE	M	S
A000646	البنعلي	אלבאנעאלי	HE	M	S
A000647	البنوت	אלבאנווט	HE	F	G
A000648	البنوري	אלבאנוורי	HE	M	S
A000649	البنون	אלבאנוונ	HE	F	G
A000650	البنوني	אלבאנווני	HE	M	S
A000651	البهاري	אלבאהאארי	HE	F	G
A000652	البهري	אלבאהרי	HE	M	S
A000653	البهلول	אלבאהלוול	HE	M	S
A000654	البهلول	אלבוהלוול	HE	M	S
A000655	البواطنة	אלבאואתינה	HE	M	C
A000656	البواعنة	אלבאואעינה	HE	M	C
A000657	البوالصة	אלבאואליצה	HE	M	C
A000658	البوعلي	אלבוועאלי	HE	M	S
A000659	البياتي	אלביאטי	HE	M	S
A000660	البيداء	אלבאידא	HE	F	G
A000661	البيش	אלבאישׁ	HE	M	S
A000662	البيضاء	אלבאידא	HE	F	G
A000663	با بريجة	בא בארייגה	HE	M	K
A000664	با بطين	בא באתיינ	HE	M	K
A000665	با بعير	בא באעייר	HE	M	K
A000666	بنعبد الله	בינעאבד אללה	HE	M	N
A000667	بن شملان	בינ שׁאםלאנ	HE	M	N
A000668	سها	סוהאא	HE	F	G
A000669	سهاء	סוהא	HE	F	G
A000670	سهابي	סאהאבי	HE	M	G
A000671	سهاد	סוהאאד	HE	F	G
A000672	سهاري	סאהאארי	HE	F	G
A000673	سهام	סיהאאם	HE	F	G
A000674	سهام الدين	סיהאאםו אד דיינ	HE	M	G
A000675	سهامة	סאהאאםה	HE	F	G
A000676	سهامة	סיהאאםה	HE	F	G
A000677	سهاي	סיהאי	HE	M	G
A000678	سهايب	סאהאיב	HE	M	G
A000679	سهايل	סאהאיל	HE	M	G
A000680	سهب	סאהב	HE	M	G
A000681	سهبان	סאהבאאנ	HE	M	G
A000682	سهتاني	סאהטאני	HE	M	G
A000683	سهجان	סאהגאנ	HE	M	G
A000684	سهد	סוהד	HE	M	G
A000685	سهدي	סאהדי	HE	M	G
A000686	سهر	סאהאר	HE	F	G
A000687	سهراب	סאהראאב	HE	M	G
A000688	سهرابي	סאהראבי	HE	M	G
A000689	سهران	סאהראאנ	HE	M	G
A000690	سهرة	סאהרה	HE	F	G
A000691	سهل	סאהל	HE	M	G
A000692	سهلاء	סאהלאא	HE	M	G
A000693	سهلالي	סאהלאלי	HE	M	G
A000694	سهلان	סאהלאאנ	HE	M	G
A000695	سهلة	סאהלה	HE	F	G
A000696	سهلول	סאהלוול	HE	M	G
A000697	سهلي	סאהלי	HE	M	G
A000698	سهم	סאהם	HE	M	G
A000699	سهم الدين	סאהםו אד דיינ	HE	M	G
A000700	سهمود	סאהםווד	HE	M	G
A000701	سهند	סוהאנד	HE	M	G
A000702	سهو	סאהו	HE	F	G
A000703	سهوان	סאהואאנ	HE	M	G
A000704	سهول	סאהוול	HE	M	G
A000705	سهول	סוהוול	HE	M	G
A000706	سهؤ	סאהו	HE	M	G
A000707	سهى	סוהאא	HE	F	G
A000708	سهيب	סאהייב	HE	M	G
A000709	سهير	סוהאיר	HE	F	G
A000710	سهيرة	סאהיירה	HE	F	G
A000711	سهيف	סאהייפ	HE	M	G
A000712	سهيل	סאהייל	HE	M	G
A000713	سهيل	סוהאיל	HE	M	G
A000714	سهيلا	סוהאילאא	HE	F	G
A000715	سهيلة	סאהיילה	HE	F	G
A000716	سهيلة	סוהאילה	HE	F	G
A000717	سهيلي	סאהיילי	HE	M	S
A000718	سهيم	סאהיים	HE	M	G
A000719	سهيمة	סאהייםה	HE	F	G
A000720	سواء	סאוא	HE	F	G
A000721	سوات	סאואט	HE	M	G
A000722	سواحة	סאואאחה	HE	F	G
A000723	سواحرة	סאואחירה	HE	M	C
A000724	سواحري	סאואחירי	HE	M	C
A000725	سواحل	סאואחיל	HE	M	G
A000726	سواحلة	סאואחילה	HE	M	C
A000727	سواخنة	סאואחינה	HE	M	C
A000728	سوادة	סאואאדה	HE	F	G
A000729	سوادحة	סאואדיחה	HE	M	C
A000730	سوادي	סאואאדי	HE	F	G
A000731	سوار	סיואאר	HE	M	G
A000732	سوارة	סיואארה	HE	F	G
A000733	سوارس	סאואריס	HE	M	G
A000734	سوارقة	סאואריצה	HE	M	C
A000735	سواركة	סאואריכה	HE	M	C
A000736	سوارين	סיואאראינ	HE	F	G
A000737	سواعدة	סאואעידה	HE	M	C
A000738	سواعنة	סאואעינה	HE	M	C
A000739	سواغنة	סאואפינה	HE	M	C
A000740	سوافطة	סאואפיתה	HE	M	C
A000741	سواقعة	סאואאציעה	HE	M	C
A000742	سوالفة	סאואליפה	HE	M	C
A000743	سوالقة	סאואליצה	HE	M	C
A000744	سوالكة	סאואליכה	HE	M	C
A000745	سوالمة	סאואליםה	HE	M	C
A000746	سوالمي	סאואאליםי	HE	M	S
A000747	سوامرة	סאואםירה	HE	M	C
A000748	سوبرة	סאובארה	HE	F	G
A000749	سوداء	סאודא	HE	F	G
A000750	سوداني	סוודאאני	HE	M	S
A000751	سودة	סוודה	HE	F	G
A000752	عذبة	עאזבה	HE	F	G
A000753	عذر	עאזר	HE	M	G
A000754	عذراء	עאזרא	HE	F	G
A000755	عذرة	עאזרה	HE	F	G
A000756	عذرون	עאזרוונ	HE	M	G
A000757	عذري	עאזרי	HE	M	S
A000758	عذلة	עאזלה	HE	F	G
A000759	عذوف	עאזוופ	HE	M	G
A000760	عذيب	עאזייב	HE	M	G
A000761	عذيبة	עאזייבה	HE	F	G
A000762	عذيبي	עאזייבי	HE	M	G
A000763	الطميهي	אתתיםאיהי	HE	M	S
A000764	الطميوي	אתתיםאיוי	HE	M	S
A000765	الطنيحي	אתתינאיחי	HE	M	S
A000766	الطنيخي	אתתינאיחי	HE	M	S
A000767	الطنيزي	אתתינאיזי	HE	M	S
A000768	الطنيقي	אתתינאיצי	HE	M	S
A000769	الطنيمي	אתתינאיםי	HE	M	S
A000770	الطهيشي	אתתיהאישׁי	HE	M	S
A000771	الطهيطي	אתתיהאיתי	HE	M	S
A000772	الطهيفي	אתתיהאיפי	HE	M	S
A000773	الطهيقي	אתתיהאיצי	HE	M	S
A000774	الطهيني	אתתיהאיני	HE	M	S
A000775	الطويبي	אתתיואיבי	HE	M	S
A000776	الطويخي	אתתיואיחי	HE	M	S
A000777	الطويدي	אתתיואידי	HE	M	S
A000778	الطويري	אתתיואירי	HE	M	S
A000779	الطويريقي	אתתיואירייצי	HE	M	S
A000780	الطويشي	אתתיואישׁי	HE	M	S
A000781	الطويطين	אתתיואיתיינ	HE	M	S
A000782	الطويعي	אתתיואיעי	HE	M	S
A000783	الطويقي	אתתיואיצי	HE	M	S
A000784	الطويكي	אתתיואיכי	HE	M	S
A000785	الطويلية	אתתיואילייה	HE	M	S
A000786	الطويني	אתתיואיני	HE	M	S
A000787	الطويهي	אתתיואיהי	HE	M	S
A000788	الطويوي	אתתיואיוי	HE	M	S
A000789	الظبيبي	אזיבאיבי	HE	M	S
A000790	الظبيري	אזיבאירי	HE	M	S
A000791	الظبيطي	אזיבאיתי	HE	M	S
A000792	الظبيعي	אזיבאיעי	HE	M	S
A000793	الظريبي	אזיראיבי	HE	M	S
A000794	الظريسي	אזיראיסי	HE	M	S
A000795	الظريفي	אזיראיפי	HE	M	S
A000796	الظريقي	אזיראיצי	HE	M	S
A000797	الظريمي	אזיראיםי	HE	M	S
A000798	الظريني	אזיראיני	HE	M	S
A000799	الظعيني	אזיעאיני	HE	M	S
A000800	الظليلي	אזילאילי	HE	M	S
A000801	الظليمي	אזילאיםי	HE	M	S
A000802	الظميري	אזיםאירי	HE	M	S
A000803	الظميني	אזיםאיני	HE	M	S
A000804	الظنيني	אזינאיני	HE	M	S
A000805	الظهيبي	אזיהאיבי	HE	M	S
A000806	الظهيري	אזיהאירי	HE	M	S
A000807	الظهيفي	אזיהאיפי	HE	M	S
A000808	الظويري	אזיואירי	HE	M	S
A000809	الظويعي	אזיואיעי	HE	M	S
A000810	الظويلي	אזיואילי	HE	M	S
A000811	العبدولي	אלעאבדוולי	HE	M	S
A000812	العطوي	אלעאתווי	HE	M	S
A000813	العنفولي	אלעאנפוולי	HE	M	S
A000814	العيسولي	אלעאיסוולי	HE	M	S
A000815	العبيتي	אלעיבאיטי	HE	M	S
A000816	العبيخي	אלעיבאיחי	HE	M	S
A000817	العبيدي	אלעיבאידי	HE	M	S
A000818	العبيري	אלעיבאירי	HE	M	S
A000819	العبيسي	אלעיבאיסי	HE	M	S
A000820	العبيسية	אלעיבאיסייה	HE	M	C
A000821	العبيشي	אלעיבאישׁי	HE	M	S
A000822	العبيطي	אלעיבאיתי	HE	M	S
A000823	العبيكي	אלעיבאיכי	HE	M	S
A000824	العبيلي	אלעיבאילי	HE	M	S
A000825	العبيوي	אלעיבאיוי	HE	M	S
A000826	العتيبي	אלעיטאיבי	HE	M	S
A000827	العتيبية	אלעיטאיבייה	HE	M	S
A000828	العتيري	אלעיטאירי	HE	M	S
A000829	العتيسي	אלעיטאיסי	HE	M	S
A000830	العتيفي	אלעיטאיפי	HE	M	S
A000831	العتيقي	אלעיטאיצי	HE	M	S
A000832	العتيلي	אלעיטאילי	HE	M	S
A000833	العتيلية	אלעיטאילייה	HE	M	S
A000834	العتيمي	אלעיטאיםי	HE	M	S
A000835	العتيني	אלעיטאיני	HE	M	S
A000836	العثيثي	אלעיסאיסי	HE	M	S
A000837	العثيري	אלעיסאירי	HE	M	S
A000838	العثيلي	אלעיסאילי	HE	M	S
A000839	العثيمي	אלעיסאיםי	HE	M	S
A000840	العثيني	אלעיסאיני	HE	M	S
A000841	العجيبي	אלעיגאיבי	HE	M	S
A000842	العجيجي	אלעיגאיגי	HE	M	S
A000843	العجيدي	אלעיגאידי	HE	M	S
A000844	العجيري	אלעיגאירי	HE	M	S
A000845	العجيزي	אלעיגאיזי	HE	M	S
A000846	العجيلي	אלעיגאילי	HE	M	S
A000847	العجيمي	אלעיגאיםי	HE	M	S
A000848	العجيني	אלעיגאיני	HE	M	S
A000849	العديبي	אלעידאיבי	HE	M	S
A000850	العديحي	אלעידאיחי	HE	M	S
A000851	العديدي	אלעידאידי	HE	M	S
A000852	العديري	אלעידאירי	HE	M	S
A000853	العديسي	אלעידאיסי	HE	M	S
A000854	العديقي	אלעידאיצי	HE	M	S
A000855	العديلي	אלעידאילי	HE	M	S
A000856	العديمي	אלעידאיםי	HE	M	S
A000857	العديوي	אלעידאיוי	HE	M	S
A000858	العذيبي	אלעיזאיבי	HE	M	S
A000859	العذيتي	אלעיזאיטי	HE	M	S
A000860	العذيدي	אלעיזאידי	HE	M	S
A000861	العذيذي	אלעיזאיזי	HE	M	S
A000862	العذيري	אלעיזאירי	HE	M	S
A000863	العذيقي	אלעיזאיצי	HE	M	S
A000864	العذيلي	אלעיזאילי	HE	M	S
A000865	العذيمي	אלעיזאיםי	HE	M	S
A000866	العريبيب	אלעיראיבייב	HE	M	S
A000867	العريتي	אלעיראיטי	HE	M	S
A000868	العريثي	אלעיראיסי	HE	M	S
A000869	العريجي	אלעיראיגי	HE	M	S
A000870	العريحي	אלעיראיחי	HE	M	S
A000871	العريدي	אלעיראידי	HE	M	S
A000872	العريري	אלעיראירי	HE	M	S
A000873	العريزي	אלעיראיזי	HE	M	S
A000874	العريسي	אלעיראיסי	HE	M	S
A000875	العريسية	אלעיראיסייה	HE	M	S
A000876	العريسيس	אלעיראיסייס	HE	M	S
A000877	العريشي	אלעיראישׁי	HE	M	S
A000878	العريشية	אלעיראישׁייה	HE	M	S
A000879	العريضي	אלעיראידי	HE	M	S
A000880	العريطي	אלעיראיתי	HE	M	S
A000881	العريعي	אלעיראיעי	HE	M	S
A000882	العريفيج	אלעיראיפייג	HE	M	S
A000883	العريقي	אלעיראיצי	HE	M	S
A000884	العريقيل	אלעיראיצייל	HE	M	S
A000885	العريكي	אלעיראיכי	HE	M	S
A000886	العريمي	אלעיראיםי	HE	M	S
A000887	العريمية	אלעיראיםייה	HE	M	S
A000888	العريمين	אלעיראיםיינ	HE	M	C
A000889	العريوي	אלעיראיוי	HE	M	S
A000890	العزيبي	אלעיזאיבי	HE	M	S
A000891	العزيحي	אלעיזאיחי	HE	M	S
A000892	العزيدي	אלעיזאידי	HE	M	S
A000893	العزيري	אלעיזאירי	HE	M	S
A000894	العزيزي	אלעיזאיזי	HE	M	S
A000895	العزيزية	אלעיזאיזייה	HE	M	S
A000896	العزيكي	אלעיזאיכי	HE	M	S
A000897	العزيلي	אלעיזאילי	HE	M	S
A000898	العزيوي	אלעיזאיוי	HE	M	S
A000899	العسيبي	אלעיסאיבי	HE	M	S
A000900	العسيدي	אלעיסאידי	HE	M	S
A000901	العسيري	אלעיסאירי	HE	M	S
A000902	العسيرية	אלעיסאירייה	HE	M	S
A000903	العسيسي	אלעיסאיסי	HE	M	S
A000904	العسيقي	אלעיסאיצי	HE	M	S
A000905	العسيمي	אלעיסאיםי	HE	M	S
A000906	العسيني	אלעיסאיני	HE	M	S
A000907	العسيوي	אלעיסאיוי	HE	M	S
A000908	العشيبي	אלעישׁאיבי	HE	M	S
A000909	العشيتي	אלעישׁאיטי	HE	M	S
A000910	العشيدي	אלעישׁאידי	HE	M	S
A000911	العشيري	אלעישׁאירי	HE	M	S
A000912	العشيسي	אלעישׁאיסי	HE	M	S
A000913	العشيشي	אלעישׁאישׁי	HE	M	S
A000914	العشيمي	אלעישׁאיםי	HE	M	S
A000915	العشيني	אלעישׁאיני	HE	M	S
A000916	العشيوي	אלעישׁאיוי	HE	M	S
A000917	العصيبي	אלעיצאיבי	HE	M	S
A000918	العصيدي	אלעיצאידי	HE	M	S
A000919	العصيري	אלעיצאירי	HE	M	S
A000920	العصيصي	אלעיצאיצי	HE	M	S
A000921	العصيطي	אלעיצאיתי	HE	M	S
A000922	العصيعي	אלעיצאיעי	HE	M	S
A000923	العصيفي	אלעיצאיפי	HE	M	S
A000924	العصيمي	אלעיצאיםי	HE	M	S
A000925	العويقي	אלעיואיצי	HE	M	S
A000926	العويقيل	אלעיואיצייל	HE	M	S
A000927	العويلي	אלעיואילי	HE	M	S
A000928	العويميري	אלעיואיםיירי	HE	M	S
A000929	العويني	אלעיואיני	HE	M	S
A000930	العوينية	אלעיואינייה	HE	M	S
A000931	العويهي	אלעיואיהי	HE	M	S
A000932	العويويد	אלעיואיוייד	HE	M	S
A000933	العويوير	אלעיואיוייר	HE	M	S
A000934	العگيدي	אלעיצאידי	HE	M	S
A000935	العگيلي	אלעיצאילי	HE	M	S
A000936	الغرمولي	אלפארםוולי	HE	M	S
A000937	الغبيبي	אלפיבאיבי	HE	M	S
A000938	الغبيدي	אלפיבאידי	HE	M	S
A000939	الغبيري	אלפיבאירי	HE	M	S
A000940	الغبيسي	אלפיבאיסי	HE	M	S
A000941	الغبيشي	אלפיבאישׁי	HE	M	S
A000942	الغبيضي	אלפיבאידי	HE	M	S
A000943	الغبيني	אלפיבאיני	HE	M	S
A000944	الغتيمي	אלפיטאיםי	HE	M	S
A000945	الغتيني	אלפיטאיני	HE	M	S
A000946	الغثيبي	אלפיסאיבי	HE	M	S
A000947	الغثيمي	אלפיסאיםי	HE	M	S
A000948	الغثيني	אלפיסאיני	HE	M	S
A000949	الغديبي	אלפידאיבי	HE	M	S
A000950	قسم الخالق	צאסיםו אלחאאליצ	HE	M	G
A000951	قسم الفضيل	צאסיםו אלפאדייל	HE	M	G
A000952	أبو الرب	アブー アルラブ	JA	M	K
A000953	أبو تاية	アブー ターヤ	JA	M	K
A000954	أبو جودة	アブー ジーダ	JA	M	K
A000955	أبو جابر	アブー ジャービル	JA	M	K
A000956	أبو حسان	アブー ハサーン	JA	M	K
A000957	أبو حشيش	アブー ハシーシュ	JA	M	K
A000958	باوزير	バーワゼール	JA	M	K
A000959	البناي	アルバナーイ	JA	M	S
A000960	البنبلي	アルバンバリー	JA	M	S
A000961	البندري	アルバンダリー	JA	F	G
A000962	البندي	アルバンヂー	JA	M	S
A000963	البنعلي	アルバナリー	JA	M	S
A000964	البنوت	アルバヌート	JA	F	G
A000965	البنوري	アルバヌーリー	JA	M	S
A000966	البنون	アルバヌーン	JA	F	G
A000967	البنوني	アルバヌーニー	JA	M	S
A000968	البهاري	アルバハーリー	JA	F	G
A000969	البهري	アルバハリー	JA	M	S
A000970	البهلول	アルバハルール	JA	M	S
A000971	البهلول	アルブハルール	JA	M	S
A000972	البواطنة	アルバワーチナ	JA	M	C
A000973	البواعنة	アルバワーナ	JA	M	C
A000974	البوالصة	アルバワーリサ	JA	M	C
A000975	البوعلي	アルブーアリー	JA	M	S
A000976	البياتي	アルブヤーチー	JA	M	S
A000977	البيداء	アルバイダー	JA	F	G
A000978	البيش	アルバイシュ	JA	M	S
A000979	البيضاء	アルバイダー	JA	F	G
A000980	با بريجة	バー バリーザ	JA	M	K
A000981	با بطين	バー バチーン	JA	M	K
A000982	با بعير	バー バイール	JA	M	K
A000983	بنعبد الله	ビナブド アルラーハ	JA	M	N
A000984	بن شملان	ビン シャムラーン	JA	M	N
A000985	سها	スハー	JA	F	G
A000986	سهاء	スハー	JA	F	G
A000987	سهابي	サハービー	JA	M	G
A000988	سهاد	スハード	JA	F	G
A000989	سهاري	サハーリー	JA	F	G
A000990	سهام	セハーム	JA	F	G
A000991	سهام الدين	セハーム アルヂーン	JA	M	G
A000992	سهامة	サハーマ	JA	F	G
A000993	سهامة	セハーマ	JA	F	G
A000994	سهاي	セハー	JA	M	G
A000995	سهايب	サハーブ	JA	M	G
A000996	سهايل	サハール	JA	M	G
A000997	سهب	サハブ	JA	M	G
A000998	سهبان	サハバーン	JA	M	G
A000999	سهتاني	サハターニー	JA	M	G
A001000	سهجان	サハジャーン	JA	M	G
A001001	سهد	スハド	JA	M	G
A001002	سهدي	サハヂー	JA	M	G
A001003	سهر	サハル	JA	F	G
A001004	سهراب	サハラーブ	JA	M	G
A001005	سهرابي	サハラービー	JA	M	G
A001006	سهران	サハラーン	JA	M	G
A001007	سهرة	サハラ	JA	F	G
A001008	سهل	サハル	JA	M	G
A001009	سهلاء	サハラー	JA	M	G
A001010	سهلالي	サハラーリー	JA	M	G
A001011	سهلان	サハラーン	JA	M	G
A001012	سهلة	サハラ	JA	F	G
A001013	سهلول	サハルール	JA	M	G
A001014	سهلي	サハリー	JA	M	G
A001015	سهم	サハム	JA	M	G
A001016	سهم الدين	サハム アルヂーン	JA	M	G
A001017	سهمود	サハムード	JA	M	G
A001018	سهند	スハンド	JA	M	G
A001019	سهو	サハワ	JA	F	G
A001020	سهوان	サハワーン	JA	M	G
A001021	سهول	サフール	JA	M	G
A001022	سهول	スフール	JA	M	G
A001023	سهؤ	サハウ	JA	M	G
A001024	سهى	スハ	JA	F	G
A001025	سهيب	サヒーブ	JA	M	G
A001026	سهير	スハイル	JA	F	G
A001027	سهيرة	サヒーラ	JA	F	G
A001028	سهيف	サヒーフ	JA	M	G
A001029	سهيل	サヒール	JA	M	G
A001030	سهيل	スハイル	JA	M	G
A001031	سهيلا	スハイラー	JA	F	G
A001032	سهيلة	サヒーラ	JA	F	G
A001033	سهيلة	スハイラ	JA	F	G
A001034	سهيلي	サヒーリー	JA	M	S
A001035	سهيم	サヒーム	JA	M	G
A001036	سهيمة	サヒーマ	JA	F	G
A001037	سواء	サワー	JA	F	G
A001038	سوات	サワート	JA	M	G
A001039	سواحة	サワーハ	JA	F	G
A001040	سواحرة	サワーヒラ	JA	M	C
A001041	سواحري	サワーヒリー	JA	M	C
A001042	سواحل	サワーヒル	JA	M	G
A001043	سواحلة	サワーヒラ	JA	M	C
A001044	سواخنة	サワーヒナ	JA	M	C
A001045	سوادة	サワーダ	JA	F	G
A001046	سوادحة	サワーヂハ	JA	M	C
A001047	سوادي	サワーヂー	JA	F	G
A001048	سوار	セワール	JA	M	G
A001049	سوارة	セワーラ	JA	F	G
A001050	سوارس	サワーリス	JA	M	G
A001051	سوارقة	サワーリガ	JA	M	C
A001052	سواركة	サワーリガ	JA	M	C
A001053	سوارين	セワーライン	JA	F	G
A001054	سواعدة	サワーダ	JA	M	C
A001055	سواعنة	サワーナ	JA	M	C
A001056	سواغنة	サワーギナ	JA	M	C
A001057	سوافطة	サワーフィタ	JA	M	C
A001058	سواقعة	サワーギア	JA	M	C
A001059	سوالفة	サワーリハ	JA	M	C
A001060	سوالقة	サワーリガ	JA	M	C
A001061	سوالكة	サワーリガ	JA	M	C
A001062	سوالمة	サワーリマ	JA	M	C
A001063	سوالمي	サワーリミー	JA	M	S
A001064	سوامرة	サワーミラ	JA	M	C
A001065	سوبرة	サワバラ	JA	F	G
A001066	سوداء	サワダー	JA	F	G
A001067	سوداني	スーダーニー	JA	M	S
A001068	سودة	スーダ	JA	F	G
A001069	عذبة	アズバ	JA	F	G
